12.3417,0.7556,09K95A
2.64809,-7.55154,0VM1CI
-2.60117,-1.48618,1RGWDX
7.76967,3.58891,1T56G4
-19.0868,-0.405749,26QQrO
25.4931,-5.51207,4XSG4Y
7.05416,-6.67285,5MKWBH
-15.3621,20.4329,6LVPX8
6.39951,1.34808,9XELA5
8.96774,5.88862,9XNMJT
-3.46548,-3.31837,DLODDN
-13.6928,5.01279,DZVZH0
-9.12535,1.02084,EPJUNL
-13.7271,-5.42189,EUQG8X
-9.17135,-7.35461,F80LGF
0.0818621,-2.73584,F9HJUU
-10.2361,7.35446,FMFSCB
-8.09899,-7.38168,G7E225
15.7073,25.5491,H6CSMA
4.58138,4.88336,I5N225
5.65939,1.40318,J1O0BL
-4.76563,-2.81199,J3UYDR
9.79604,13.0032,JDWAOR
-18.8976,-2.0453,LYDUBY
10.4527,5.91357,MKBDBY
0.52897,-4.34378,N5IZ3L
-0.709493,-2.06252,NDBDKD
7.97983,-4.86358,O3VQFQ
-18.2221,-0.0774689,QBC0SD
-3.89731,-12.6309,T80OF8
-3.66825,7.17879,U6GTOL
0.341779,2.40288,UMKISW
-2.59308,-17.6862,VSTPH2
1.81277,-13.7325,W5FDMV
17.0604,-2.29348,XAD1I4
-4.15302,7.1157,XXN4TH
3.93622,-3.83441,XYBF9C
10.077,0.925072,Y45ETC
-10.2835,-3.09355,YP7H46
13.6287,6.22218,ZIBR7F
-0.561087,-2.68282,ZP6YP4
