9.79862,-11.621,09K95A
-10.2384,11.6711,0VM1CI
-19.113,16.4603,1RGWDX
4.71018,0.0963573,1T56G4
-4.22959,-6.37975,26QQrO
14.8385,-22.0038,4XSG4Y
11.1206,-2.15441,5MKWBH
9.79416,0.121256,6LVPX8
-2.96872,10.2961,9XELA5
-14.4587,8.39833,9XNMJT
10.6746,-0.488404,DLODDN
-7.96227,11.5752,DZVZH0
3.57798,-1.6416,EPJUNL
-2.49489,7.31726,EUQG8X
-6.85157,11.8782,F80LGF
5.84233,-1.25948,F9HJUU
-11.7935,11.855,FMFSCB
-19.7626,13.4511,G7E225
19.4157,-21.4202,H6CSMA
-10.7798,-0.633984,I5N225
22.8568,-19.4682,J1O0BL
-4.04695,-5.49664,J3UYDR
9.72331,-8.01941,JDWAOR
9.23463,-8.45922,LYDUBY
6.20735,-12.919,MKBDBY
1.18823,-10.5402,N5IZ3L
3.5626,-6.3286,NDBDKD
-10.159,3.94813,O3VQFQ
-21.5673,21.5036,QBC0SD
-27.0435,11.7899,T80OF8
2.13419,-4.0208,U6GTOL
8.55525,-12.7132,UMKISW
-3.03183,6.29167,VSTPH2
0.800166,10.0468,W5FDMV
12.8964,-11.6965,XAD1I4
3.65991,-2.81672,XXN4TH
-12.9199,4.49148,XYBF9C
2.90312,-0.626025,Y45ETC
2.23886,7.20549,YP7H46
15.5411,-11.31,ZIBR7F
-1.8531,13.6201,ZP6YP4
