-2.42406,09K95A
1.91878,0VM1CI
6.31121,1RGWDX
-12.3869,1T56G4
-0.926074,26QQrO
-5.20837,4XSG4Y
-2.17899,5MKWBH
-2.73852,6LVPX8
3.38431,9XELA5
2.96597,9XNMJT
3.6846,DLODDN
2.77155,DZVZH0
-2.18332,EPJUNL
4.97016,EUQG8X
6.92461,F80LGF
-8.04025,F9HJUU
-2.43315,FMFSCB
4.8885,G7E225
-27.7517,H6CSMA
-8.19031,I5N225
-5.01256,J1O0BL
-7.2376,J3UYDR
-2.30881,JDWAOR
3.67876,LYDUBY
-5.83587,MKBDBY
-7.22426,N5IZ3L
8.23271,NDBDKD
0.546872,O3VQFQ
8.3684,QBC0SD
10.5204,T80OF8
-1.22034,U6GTOL
-4.9712,UMKISW
1.23456,VSTPH2
3.52873,W5FDMV
-10.5038,XAD1I4
-3.09052,XXN4TH
3.8068,XYBF9C
2.26303,Y45ETC
1.00315,YP7H46
-20.8988,ZIBR7F
2.16643,ZP6YP4
